dep_name,timestamp,cr_timestamp,time_window,container_name,cpu_use,mem_use
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:42:44Z,2024-12-10T00:42:54Z,14.999s,workerchar,81720481n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:42:44Z,2024-12-10T00:42:54Z,15s,workerchar,79169086n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:42:44Z,2024-12-10T00:42:54Z,14.999s,workerdb,83747809n,26556Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:42:44Z,2024-12-10T00:42:54Z,15s,workerdb,81550226n,26668Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:42:44Z,2024-12-10T00:42:54Z,14.999s,workerdb,81110974n,28520Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:42:44Z,2024-12-10T00:42:54Z,14.999s,workerdb,58690n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:42:44Z,2024-12-10T00:42:54Z,15s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.279s,cassandra,251261120n,1981960Ki
cassdb01-cassandra-1,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.279s,cassandra,333502426n,1741216Ki
cassdb01-cassandra-2,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.279s,cassandra,455594429n,1772464Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.277s,rabbitmq,3381949n,163772Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.279s,rabbitmq,15712549n,164680Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.279s,rabbitmq,3239237n,159608Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.277s,rabbitmq,3333330n,154748Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.277s,rabbitmq,112278871n,255764Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.28s,rabbitmq,3304698n,161836Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.279s,master,45139563n,31048Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.276s,master,42437039n,31036Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.278s,master,44711964n,30816Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.279s,master,46551502n,29100Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.278s,master,43124352n,28988Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.279s,master,44450891n,30960Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.279s,workerchar,43949767n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.279s,workerchar,109569126n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.279s,workerchar,105874159n,22120Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.276s,workerdb,113189206n,26556Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.278s,workerdb,108950716n,26668Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.279s,workerdb,108353066n,28520Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.276s,workerdb,32494n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:42:56Z,2024-12-10T00:42:59Z,12.276s,workerroll,64190n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.279s,cassandra,251261120n,1981960Ki
cassdb01-cassandra-1,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.279s,cassandra,333502426n,1741216Ki
cassdb01-cassandra-2,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.279s,cassandra,455594429n,1772464Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.277s,rabbitmq,3381949n,163772Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.279s,rabbitmq,15712549n,164680Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.279s,rabbitmq,3239237n,159608Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.277s,rabbitmq,3333330n,154748Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.277s,rabbitmq,112278871n,255764Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.28s,rabbitmq,3304698n,161836Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.279s,master,45139563n,31048Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.276s,master,42437039n,31036Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.278s,master,44711964n,30816Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.279s,master,46551502n,29100Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.278s,master,43124352n,28988Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.279s,master,44450891n,30960Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.279s,workerchar,43949767n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.279s,workerchar,109569126n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.279s,workerchar,105874159n,22120Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.276s,workerdb,113189206n,26556Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.278s,workerdb,108950716n,26668Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.279s,workerdb,108353066n,28520Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.276s,workerdb,32494n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:42:56Z,2024-12-10T00:43:04Z,12.276s,workerroll,64190n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.279s,cassandra,251261120n,1981960Ki
cassdb01-cassandra-1,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.279s,cassandra,333502426n,1741216Ki
cassdb01-cassandra-2,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.279s,cassandra,455594429n,1772464Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.277s,rabbitmq,3381949n,163772Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.279s,rabbitmq,15712549n,164680Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.279s,rabbitmq,3239237n,159608Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.277s,rabbitmq,3333330n,154748Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.277s,rabbitmq,112278871n,255764Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.28s,rabbitmq,3304698n,161836Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.279s,master,45139563n,31048Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.276s,master,42437039n,31036Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.278s,master,44711964n,30816Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.279s,master,46551502n,29100Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.278s,master,43124352n,28988Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.279s,master,44450891n,30960Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.279s,workerchar,43949767n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.279s,workerchar,109569126n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.279s,workerchar,105874159n,22120Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.276s,workerdb,113189206n,26556Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.278s,workerdb,108950716n,26668Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.279s,workerdb,108353066n,28520Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.276s,workerdb,32494n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:42:56Z,2024-12-10T00:43:09Z,12.276s,workerroll,64190n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,15s,cassandra,416412293n,1981908Ki
cassdb01-cassandra-1,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,15.001s,cassandra,268153249n,1741168Ki
cassdb01-cassandra-2,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,15s,cassandra,358005766n,1772456Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,15.002s,rabbitmq,2522017n,163804Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,14.999s,rabbitmq,11311u,165984Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,14.997s,rabbitmq,2610528n,159696Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,15.002s,rabbitmq,2915191n,154776Ki
rabbitmq-5b7c5c8594-lvhsg,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,15s,rabbitmq,348421380n,191944Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,15.003s,rabbitmq,83072525n,263424Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,14.996s,rabbitmq,2620725n,161856Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,14.999s,master,33455977n,31060Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,15.002s,master,32212531n,31048Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,15.001s,master,32511599n,30884Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,14.999s,master,33081858n,29132Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,14.999s,master,31854883n,29000Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,14.999s,master,32761677n,30972Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,14.997s,workerchar,31501626n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,15s,workerchar,81347833n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,14.999s,workerchar,78364810n,22116Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,15.003s,workerdb,81718043n,26556Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,15.001s,workerdb,80412539n,26668Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,14.999s,workerdb,78881932n,28520Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,14.999s,workerdb,72544n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:43:11Z,2024-12-10T00:43:12Z,15.003s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,15s,cassandra,416412293n,1981908Ki
cassdb01-cassandra-1,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,15.001s,cassandra,268153249n,1741168Ki
cassdb01-cassandra-2,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,15s,cassandra,358005766n,1772456Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,15.002s,rabbitmq,2522017n,163804Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,14.999s,rabbitmq,11311u,165984Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,14.997s,rabbitmq,2610528n,159696Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,15.002s,rabbitmq,2915191n,154776Ki
rabbitmq-5b7c5c8594-lvhsg,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,15s,rabbitmq,348421380n,191944Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,15.003s,rabbitmq,83072525n,263424Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,14.996s,rabbitmq,2620725n,161856Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,14.999s,master,33455977n,31060Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,15.002s,master,32212531n,31048Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,15.001s,master,32511599n,30884Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,14.999s,master,33081858n,29132Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,14.999s,master,31854883n,29000Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,14.999s,master,32761677n,30972Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,14.997s,workerchar,31501626n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,15s,workerchar,81347833n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,14.999s,workerchar,78364810n,22116Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,15.003s,workerdb,81718043n,26556Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,15.001s,workerdb,80412539n,26668Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,14.999s,workerdb,78881932n,28520Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,14.999s,workerdb,72544n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:43:11Z,2024-12-10T00:43:17Z,15.003s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,15s,cassandra,416412293n,1981908Ki
cassdb01-cassandra-1,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,15.001s,cassandra,268153249n,1741168Ki
cassdb01-cassandra-2,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,15s,cassandra,358005766n,1772456Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,15.002s,rabbitmq,2522017n,163804Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,14.999s,rabbitmq,11311u,165984Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,14.997s,rabbitmq,2610528n,159696Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,15.002s,rabbitmq,2915191n,154776Ki
rabbitmq-5b7c5c8594-lvhsg,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,15s,rabbitmq,348421380n,191944Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,15.003s,rabbitmq,83072525n,263424Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,14.996s,rabbitmq,2620725n,161856Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,14.999s,master,33455977n,31060Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,15.002s,master,32212531n,31048Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,15.001s,master,32511599n,30884Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,14.999s,master,33081858n,29132Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,14.999s,master,31854883n,29000Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,14.999s,master,32761677n,30972Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,14.997s,workerchar,31501626n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,15s,workerchar,81347833n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,14.999s,workerchar,78364810n,22116Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,15.003s,workerdb,81718043n,26556Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,15.001s,workerdb,80412539n,26668Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,14.999s,workerdb,78881932n,28520Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,14.999s,workerdb,72544n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:43:11Z,2024-12-10T00:43:22Z,15.003s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.269s,cassandra,249061846n,1981912Ki
cassdb01-cassandra-1,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.265s,cassandra,336311072n,1741216Ki
cassdb01-cassandra-2,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.264s,cassandra,439792848n,1772524Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.269s,rabbitmq,2684407n,163808Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.269s,rabbitmq,14920629n,166216Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.272s,rabbitmq,2565653n,159732Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.269s,rabbitmq,2953981n,154800Ki
rabbitmq-5b7c5c8594-lvhsg,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.273s,rabbitmq,3339305n,156928Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.267s,rabbitmq,93862419n,265380Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.268s,rabbitmq,2919294n,161872Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.266s,master,43058992n,31072Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.269s,master,42792248n,30988Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.267s,master,42536977n,30936Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.265s,master,43945927n,29188Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.27s,master,41867726n,28856Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.269s,master,41634680n,30992Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.271s,workerchar,41579773n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.267s,workerchar,105248675n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.264s,workerchar,102692343n,22116Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.268s,workerdb,109844962n,26556Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.267s,workerdb,107796233n,26668Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.265s,workerdb,106022168n,28520Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.272s,workerdb,42103n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:43:24Z,2024-12-10T00:43:27Z,12.268s,workerroll,64867n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.269s,cassandra,249061846n,1981912Ki
cassdb01-cassandra-1,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.265s,cassandra,336311072n,1741216Ki
cassdb01-cassandra-2,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.264s,cassandra,439792848n,1772524Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.269s,rabbitmq,2684407n,163808Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.269s,rabbitmq,14920629n,166216Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.272s,rabbitmq,2565653n,159732Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.269s,rabbitmq,2953981n,154800Ki
rabbitmq-5b7c5c8594-lvhsg,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.273s,rabbitmq,3339305n,156928Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.267s,rabbitmq,93862419n,265380Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.268s,rabbitmq,2919294n,161872Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.266s,master,43058992n,31072Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.269s,master,42792248n,30988Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.267s,master,42536977n,30936Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.265s,master,43945927n,29188Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.27s,master,41867726n,28856Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.269s,master,41634680n,30992Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.271s,workerchar,41579773n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.267s,workerchar,105248675n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.264s,workerchar,102692343n,22116Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.268s,workerdb,109844962n,26556Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.267s,workerdb,107796233n,26668Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.265s,workerdb,106022168n,28520Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.272s,workerdb,42103n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:43:24Z,2024-12-10T00:43:32Z,12.268s,workerroll,64867n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:43:24Z,2024-12-10T00:43:37Z,12.269s,cassandra,249061846n,1981912Ki
cassdb01-cassandra-1,2024-12-10T00:43:24Z,2024-12-10T00:43:37Z,12.265s,cassandra,336311072n,1741216Ki
cassdb01-cassandra-2,2024-12-10T00:43:24Z,2024-12-10T00:43:37Z,12.264s,cassandra,439792848n,1772524Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:43:24Z,2024-12-10T00:43:37Z,12.269s,rabbitmq,2684407n,163808Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:43:24Z,2024-12-10T00:43:37Z,12.269s,rabbitmq,14920629n,166216Ki
